cluster_id,cluster_leader,canonical_name,name,frequency,score_to_leader,cluster_size,canonical_frequency,all_variants
1,Elsevier,Elsevier,Elsevier,2730,100.0,1,2730,Elsevier
2,Wiley,Wiley,Wiley,1901,100.0,1,1901,Wiley
3,IMED Research Publication,IMED Research Publication,IMED Research Publication,1,100.0,1,1,IMED Research Publication
4,MDPI,MDPI,MDPI,815,100.0,1,815,MDPI
5,AIP,AIP Publishing,AIP Publishing,15,100.0,2,15,"AIP, AIP Publishing"
5,AIP,AIP Publishing,AIP,2,100.0,2,15,"AIP, AIP Publishing"
6,Springer,Springer,Springer,1488,100.0,1,1488,Springer
7,University of Oxford,Oxford University Press,Oxford University Press,1026,100.0,2,1026,"Oxford University Press, University of Oxford"
7,University of Oxford,Oxford University Press,University of Oxford,1,100.0,2,1026,"Oxford University Press, University of Oxford"
8,Taylor & Francis,Taylor & Francis,Taylor & Francis,2081,100.0,2,2081,"Taylor & Francis, Taylor & Franics"
8,Taylor & Francis,Taylor & Francis,Taylor & Franics,1,92.85714285714286,2,2081,"Taylor & Francis, Taylor & Franics"
9,Hindawi,Hindawi Limited,Hindawi Publishing Corporation,16,100.0,5,22,"HINDAWI PUBLISHING CORPORATION, Hindawi, Hindawi Limited, Hindawi Publishing, Hindawi Publishing Corporation"
9,Hindawi,Hindawi Limited,Hindawi Limited,22,100.0,5,22,"HINDAWI PUBLISHING CORPORATION, Hindawi, Hindawi Limited, Hindawi Publishing, Hindawi Publishing Corporation"
9,Hindawi,Hindawi Limited,Hindawi,20,100.0,5,22,"HINDAWI PUBLISHING CORPORATION, Hindawi, Hindawi Limited, Hindawi Publishing, Hindawi Publishing Corporation"
9,Hindawi,Hindawi Limited,Hindawi Publishing,4,100.0,5,22,"HINDAWI PUBLISHING CORPORATION, Hindawi, Hindawi Limited, Hindawi Publishing, Hindawi Publishing Corporation"
9,Hindawi,Hindawi Limited,HINDAWI PUBLISHING CORPORATION,1,100.0,5,22,"HINDAWI PUBLISHING CORPORATION, Hindawi, Hindawi Limited, Hindawi Publishing, Hindawi Publishing Corporation"
10,International Statistical Institute/International Association for Statistical Education,International Statistical Institute/International Association for Statistical Education,International Association for Statistical Education (IASE) and International Statistical Institute (ISI),1,88.0,2,1,"International Association for Statistical Education (IASE) and International Statistical Institute (ISI), International Statistical Institute/International Association for Statistical Education"
10,International Statistical Institute/International Association for Statistical Education,International Statistical Institute/International Association for Statistical Education,International Statistical Institute/International Association for Statistical Education,1,100.0,2,1,"International Association for Statistical Education (IASE) and International Statistical Institute (ISI), International Statistical Institute/International Association for Statistical Education"
11,Hacettepe University Faculty of Science Turkey,Hacettepe University Faculty of Science Turkey,Hacettepe University Faculty of Science Turkey,1,100.0,1,1,Hacettepe University Faculty of Science Turkey
12,Tech Science Press,Tech Science Press,Tech Science Press,14,100.0,1,14,Tech Science Press
13,"Computers, Materials and Continua (Tech Science Press)","Computers, Materials and Continua (Tech Science Press)","Computers, Materials and Continua (Tech Science Press)",2,100.0,1,2,"Computers, Materials and Continua (Tech Science Press)"
14,American Physical Society,American Physical Society,American Physical Society (APS),2,80.0,2,7,"American Physical Society, American Physical Society (APS)"
14,American Physical Society,American Physical Society,American Physical Society,7,100.0,2,7,"American Physical Society, American Physical Society (APS)"
15,Institute of Electrical and Electronics Engineers (IEEE),Institute of Electrical and Electronics Engineers (IEEE),Institute of Electrical and Electronics Engineers (IEEE),784,100.0,1,784,Institute of Electrical and Electronics Engineers (IEEE)
16,Emerald Publishing,Emerald Publishing,Emerald Publishing,531,100.0,1,531,Emerald Publishing
17,European Survey Research Association,European Survey Research Association,European Survey Research Association,1,100.0,1,1,European Survey Research Association
18,The Royal SocietyLondon,Royal Society of Chemistry,Royal Society of Chemistry (RSC),39,42.10526315789473,6,76,"Royal Holloway University of London, Royal Society of Chemistry, Royal Society of Chemistry (RSC), Royal Society of ChemistryLondon, The Royal Society of Chemistry, The Royal SocietyLondon"
18,The Royal SocietyLondon,Royal Society of Chemistry,Royal Society of Chemistry,76,35.29411764705882,6,76,"Royal Holloway University of London, Royal Society of Chemistry, Royal Society of Chemistry (RSC), Royal Society of ChemistryLondon, The Royal Society of Chemistry, The Royal SocietyLondon"
18,The Royal SocietyLondon,Royal Society of Chemistry,The Royal Society of Chemistry,11,35.29411764705882,6,76,"Royal Holloway University of London, Royal Society of Chemistry, Royal Society of Chemistry (RSC), Royal Society of ChemistryLondon, The Royal Society of Chemistry, The Royal SocietyLondon"
18,The Royal SocietyLondon,Royal Society of Chemistry,Royal Holloway University of London,1,50.0,6,76,"Royal Holloway University of London, Royal Society of Chemistry, Royal Society of Chemistry (RSC), Royal Society of ChemistryLondon, The Royal Society of Chemistry, The Royal SocietyLondon"
18,The Royal SocietyLondon,Royal Society of Chemistry,Royal Society of ChemistryLondon,18,50.0,6,76,"Royal Holloway University of London, Royal Society of Chemistry, Royal Society of Chemistry (RSC), Royal Society of ChemistryLondon, The Royal Society of Chemistry, The Royal SocietyLondon"
18,The Royal SocietyLondon,Royal Society of Chemistry,The Royal SocietyLondon,1,100.0,6,76,"Royal Holloway University of London, Royal Society of Chemistry, Royal Society of Chemistry (RSC), Royal Society of ChemistryLondon, The Royal Society of Chemistry, The Royal SocietyLondon"
19,IOP,IOP Publishing,IOP Publishing Ltd,2,100.0,4,30,"IOP, IOP Press, IOP Publishing, IOP Publishing Ltd"
19,IOP,IOP Publishing,IOP Publishing,30,100.0,4,30,"IOP, IOP Press, IOP Publishing, IOP Publishing Ltd"
19,IOP,IOP Publishing,IOP Press,2,100.0,4,30,"IOP, IOP Press, IOP Publishing, IOP Publishing Ltd"
19,IOP,IOP Publishing,IOP,5,100.0,4,30,"IOP, IOP Press, IOP Publishing, IOP Publishing Ltd"
20,American Meteorological Society,American Meteorological Society,American Meteorological Society,2,100.0,1,2,American Meteorological Society
21,Copernicus,Copernicus Publications,Copernicus Publications,14,100.0,4,14,"Copernicus, Copernicus GmbH, Copernicus Publications, Copernicus Publishing"
21,Copernicus,Copernicus Publications,Copernicus GmbH,7,100.0,4,14,"Copernicus, Copernicus GmbH, Copernicus Publications, Copernicus Publishing"
21,Copernicus,Copernicus Publications,Copernicus Publishing,1,100.0,4,14,"Copernicus, Copernicus GmbH, Copernicus Publications, Copernicus Publishing"
21,Copernicus,Copernicus Publications,Copernicus,2,100.0,4,14,"Copernicus, Copernicus GmbH, Copernicus Publications, Copernicus Publishing"
22,British Interplanetary Society,British Interplanetary Society,British Interplanetary Society,1,100.0,1,1,British Interplanetary Society
23,IOP Science,IOP Science,IOP Science,1,100.0,1,1,IOP Science
24,Institute of Physics,American Institute of Physics,Institute of Physics (IoP),2,77.77777777777779,5,16,"American Institute of Physics, Institute of Physics, Institute of Physics (IoP), Institute of Physics Publishing, Institute of Physics Publishing Ltd."
24,Institute of Physics,American Institute of Physics,Institute of Physics Publishing,3,100.0,5,16,"American Institute of Physics, Institute of Physics, Institute of Physics (IoP), Institute of Physics Publishing, Institute of Physics Publishing Ltd."
24,Institute of Physics,American Institute of Physics,American Institute of Physics,16,100.0,5,16,"American Institute of Physics, Institute of Physics, Institute of Physics (IoP), Institute of Physics Publishing, Institute of Physics Publishing Ltd."
24,Institute of Physics,American Institute of Physics,Institute of Physics,2,100.0,5,16,"American Institute of Physics, Institute of Physics, Institute of Physics (IoP), Institute of Physics Publishing, Institute of Physics Publishing Ltd."
24,Institute of Physics,American Institute of Physics,Institute of Physics Publishing Ltd.,4,100.0,5,16,"American Institute of Physics, Institute of Physics, Institute of Physics (IoP), Institute of Physics Publishing, Institute of Physics Publishing Ltd."
25,American Chemical Society,American Chemical Society,American Chemical Society (ACS),72,80.0,2,80,"American Chemical Society, American Chemical Society (ACS)"
25,American Chemical Society,American Chemical Society,American Chemical Society,80,100.0,2,80,"American Chemical Society, American Chemical Society (ACS)"
26,Begell House,Begell House Inc.,Begell House,6,100.0,2,18,"Begell House, Begell House Inc."
26,Begell House,Begell House Inc.,Begell House Inc.,18,100.0,2,18,"Begell House, Begell House Inc."
27,De Gruyter,De Gruyter,De Gruyter,58,100.0,1,58,De Gruyter
28,Optical Society of America,Optical Society of America,Optical Society of America,6,100.0,1,6,Optical Society of America
29,World Scientific,World Scientific,World Scientific,19,100.0,4,19,"European Scientific Institute, Scientific Research Publishing, Scientific Research Publishing, Inc., World Scientific"
29,World Scientific,World Scientific,Scientific Research Publishing,4,100.0,4,19,"European Scientific Institute, Scientific Research Publishing, Scientific Research Publishing, Inc., World Scientific"
29,World Scientific,World Scientific,"Scientific Research Publishing, Inc.",1,100.0,4,19,"European Scientific Institute, Scientific Research Publishing, Scientific Research Publishing, Inc., World Scientific"
29,World Scientific,World Scientific,European Scientific Institute,1,100.0,4,19,"European Scientific Institute, Scientific Research Publishing, Scientific Research Publishing, Inc., World Scientific"
30,Sociedade Brasileira de Ornitologia,Sociedade Brasileira de Ornitologia,Sociedade Brasileira de Quimica (SBQ),1,77.14285714285715,3,1,"Sociedade Brasileira de Design da Informacao, Sociedade Brasileira de Ornitologia, Sociedade Brasileira de Quimica (SBQ)"
30,Sociedade Brasileira de Ornitologia,Sociedade Brasileira de Ornitologia,Sociedade Brasileira de Design da Informacao,1,70.88607594936708,3,1,"Sociedade Brasileira de Design da Informacao, Sociedade Brasileira de Ornitologia, Sociedade Brasileira de Quimica (SBQ)"
30,Sociedade Brasileira de Ornitologia,Sociedade Brasileira de Ornitologia,Sociedade Brasileira de Ornitologia,1,100.0,3,1,"Sociedade Brasileira de Design da Informacao, Sociedade Brasileira de Ornitologia, Sociedade Brasileira de Quimica (SBQ)"
31,International Union of Crystallography,International Union of Crystallography,International Union of Crystallography,6,100.0,3,6,"International Union of Crystallography, International Union of Crystallography (IUCr), The International Union of Crystallography"
31,International Union of Crystallography,International Union of Crystallography,International Union of Crystallography (IUCr),1,85.71428571428572,3,6,"International Union of Crystallography, International Union of Crystallography (IUCr), The International Union of Crystallography"
31,International Union of Crystallography,International Union of Crystallography,The International Union of Crystallography,1,100.0,3,6,"International Union of Crystallography, International Union of Crystallography (IUCr), The International Union of Crystallography"
32,Advanstar,Advanstar,Advanstar,1,100.0,1,1,Advanstar
33,SAGE Publications,SAGE Publications,SAGE Publications,1105,100.0,1,1105,SAGE Publications
34,Electrochemical Society,The Electrochemical Society,Electrochemical Society,1,100.0,2,3,"Electrochemical Society, The Electrochemical Society"
34,Electrochemical Society,The Electrochemical Society,The Electrochemical Society,3,100.0,2,3,"Electrochemical Society, The Electrochemical Society"
35,Georg Thieme,Georg Thieme Verlag,Georg Thieme,3,100.0,3,11,"Georg Thieme, Georg Thieme Verlag, Georg Thieme Verlag KG"
35,Georg Thieme,Georg Thieme Verlag,Georg Thieme Verlag,11,100.0,3,11,"Georg Thieme, Georg Thieme Verlag, Georg Thieme Verlag KG"
35,Georg Thieme,Georg Thieme Verlag,Georg Thieme Verlag KG,3,88.88888888888889,3,11,"Georg Thieme, Georg Thieme Verlag, Georg Thieme Verlag KG"
36,Geological Society,Geological Society of America,Geological Society,1,100.0,3,6,"Geological Society, Geological Society of America, Geological Society of London"
36,Geological Society,Geological Society of America,Geological Society of America,6,71.42857142857143,3,6,"Geological Society, Geological Society of America, Geological Society of London"
36,Geological Society,Geological Society of America,Geological Society of London,1,74.07407407407408,3,6,"Geological Society, Geological Society of America, Geological Society of London"
37,Nature,Nature Research,Nature Research,39,100.0,3,39,"Nature, Nature Publishing, Nature Research"
37,Nature,Nature Research,Nature,13,100.0,3,39,"Nature, Nature Publishing, Nature Research"
37,Nature,Nature Research,Nature Publishing,1,100.0,3,39,"Nature, Nature Publishing, Nature Research"
38,Borntraeger Science Publishers,Borntraeger Science Publishers,Borntraeger Science Publishers,1,100.0,1,1,Borntraeger Science Publishers
39,University of Arizona,University of Arizona,University of Arizona,1,100.0,1,1,University of Arizona
40,Cambridge University Press,Cambridge University Press,Cambridge University Press,241,100.0,1,241,Cambridge University Press
41,European Geosciences Union,European Geosciences Union,European Geosciences Union,1,100.0,1,1,European Geosciences Union
42,American Society of Civil Engineers,American Society of Civil Engineers,American Society of Civil Engineers,3,100.0,1,3,American Society of Civil Engineers
43,Copernicus Publications/European Geosciences Union,Copernicus Publications/European Geosciences Union,Copernicus Publications/European Geosciences Union,1,100.0,2,1,"Copernicus Publications on behalf of the European Geosciences Union, Copernicus Publications/European Geosciences Union"
43,Copernicus Publications/European Geosciences Union,Copernicus Publications/European Geosciences Union,Copernicus Publications on behalf of the European Geosciences Union,1,86.27450980392157,2,1,"Copernicus Publications on behalf of the European Geosciences Union, Copernicus Publications/European Geosciences Union"
44,Frontiers,Frontiers,Frontiers,374,100.0,1,374,Frontiers
45,European Social Simulation Association,European Social Simulation Association,European Social Simulation Association,4,100.0,1,4,European Social Simulation Association
46,University of Surrey,University of Surrey,University of Surrey,8,100.0,1,8,University of Surrey
47,Erdkunde,Erdkunde,Erdkunde,1,100.0,1,1,Erdkunde
48,Crop Science Society of America,Crop Science Society of America,Crop Science Society of America,1,100.0,1,1,Crop Science Society of America
49,BioMed Central,BioMed Central,BioMed Central,234,100.0,1,234,BioMed Central
50,Inter Research,Inter Research,Inter Research,1,100.0,1,1,Inter Research
51,Pensoft Publishers,Pensoft Publishers,Pensoft Publishers,4,100.0,1,4,Pensoft Publishers
52,Herpetological Conservation and Biology,Herpetological Conservation and Biology,Herpetological Conservation and Biology,2,100.0,1,2,Herpetological Conservation and Biology
53,Royal Society,The Royal Society,The Royal Society,22,100.0,5,22,"Royal Society, Royal Society Publishing, Royal Society, The, The Royal Society, The Royal Society Publishing"
53,Royal Society,The Royal Society,"Royal Society, The",12,100.0,5,22,"Royal Society, Royal Society Publishing, Royal Society, The, The Royal Society, The Royal Society Publishing"
53,Royal Society,The Royal Society,Royal Society Publishing,3,100.0,5,22,"Royal Society, Royal Society Publishing, Royal Society, The, The Royal Society, The Royal Society Publishing"
53,Royal Society,The Royal Society,Royal Society,3,100.0,5,22,"Royal Society, Royal Society Publishing, Royal Society, The, The Royal Society, The Royal Society Publishing"
53,Royal Society,The Royal Society,The Royal Society Publishing,5,100.0,5,22,"Royal Society, Royal Society Publishing, Royal Society, The, The Royal Society, The Royal Society Publishing"
54,PeerJ,PeerJ,PeerJ,12,100.0,3,12,"PeerJ, PeerJ Inc., PeerJ, Ltd."
54,PeerJ,PeerJ,PeerJ Inc.,7,100.0,3,12,"PeerJ, PeerJ Inc., PeerJ, Ltd."
54,PeerJ,PeerJ,"PeerJ, Ltd.",1,100.0,3,12,"PeerJ, PeerJ Inc., PeerJ, Ltd."
55,PUBLIC LIBRARY SCIENCE,Public Library of Science,Public Library of Science,116,100.0,3,116,"PUBLIC LIBRARY SCIENCE, Public Library of Science, Public library of Science"
55,PUBLIC LIBRARY SCIENCE,Public Library of Science,Public library of Science,2,100.0,3,116,"PUBLIC LIBRARY SCIENCE, Public Library of Science, Public library of Science"
55,PUBLIC LIBRARY SCIENCE,Public Library of Science,PUBLIC LIBRARY SCIENCE,3,100.0,3,116,"PUBLIC LIBRARY SCIENCE, Public Library of Science, Public library of Science"
56,Cell Press,Cell Press,Cell Press,5,100.0,1,5,Cell Press
57,Physiological Society,American Physiological Society,American Physiological Society,93,100.0,4,93,"American Physiological Society, Physiological Society, Physiological Society of Japan, The Physiological Society"
57,Physiological Society,American Physiological Society,The Physiological Society,8,100.0,4,93,"American Physiological Society, Physiological Society, Physiological Society of Japan, The Physiological Society"
57,Physiological Society,American Physiological Society,Physiological Society of Japan,1,81.25,4,93,"American Physiological Society, Physiological Society, Physiological Society of Japan, The Physiological Society"
57,Physiological Society,American Physiological Society,Physiological Society,1,100.0,4,93,"American Physiological Society, Physiological Society, Physiological Society of Japan, The Physiological Society"
58,Federation of American Society of Experimental Biology,Federation of American Society of Experimental Biology,Federation of American Society of Experimental Biology,4,100.0,1,4,Federation of American Society of Experimental Biology
59,F1000 Research,F1000 Research Ltd,F1000 Research Ltd,13,100.0,3,13,"F1000 Research, F1000 Research Ltd, F1000 Research Ltd."
59,F1000 Research,F1000 Research Ltd,F1000 Research Ltd.,1,100.0,3,13,"F1000 Research, F1000 Research Ltd, F1000 Research Ltd."
59,F1000 Research,F1000 Research Ltd,F1000 Research,1,100.0,3,13,"F1000 Research, F1000 Research Ltd, F1000 Research Ltd."
60,NRC Research Press,NRC Research Press,NRC Research Press,6,100.0,1,6,NRC Research Press
61,Mushroom Research Foundation,Mushroom Research Foundation,Mushroom Research Foundation,1,100.0,1,1,Mushroom Research Foundation
62,Briefland,Briefland,Briefland,1,100.0,1,1,Briefland
63,CIC Edizioni Internazionali,CIC Edizioni Internazionali,CIC Edizioni Internazionali,1,100.0,1,1,CIC Edizioni Internazionali
64,Chicago University Press,University of Chicago Press,The University of Chicago Press,1,100.0,3,7,"Chicago University Press, The University of Chicago Press, University of Chicago Press"
64,Chicago University Press,University of Chicago Press,University of Chicago Press,7,100.0,3,7,"Chicago University Press, The University of Chicago Press, University of Chicago Press"
64,Chicago University Press,University of Chicago Press,Chicago University Press,1,100.0,3,7,"Chicago University Press, The University of Chicago Press, University of Chicago Press"
65,Royal Botanic Garden Edinburgh,Royal Botanic Garden Edinburgh,Royal Botanic Garden Edinburgh,2,100.0,1,2,Royal Botanic Garden Edinburgh
66,S. Karger AG,S. Karger AG,S. Karger AG,13,100.0,1,13,S. Karger AG
67,Sociedad Espanola de Ornitologia,Sociedad Espanola de Ornitologia,Sociedad Espanola de Ornitologia,1,100.0,1,1,Sociedad Espanola de Ornitologia
68,BB 2000 Ltd,BB 2000 Ltd,BB 2000 Ltd,3,100.0,2,3,"BB 2000 Ltd, BB 2000, Ltd."
68,BB 2000 Ltd,BB 2000 Ltd,"BB 2000, Ltd.",1,100.0,2,3,"BB 2000 Ltd, BB 2000, Ltd."
69,"BB2000, Ltd.","BB2000, Ltd.","BB2000, Ltd.",1,100.0,1,1,"BB2000, Ltd."
70,FapUNIFESP (SciELO),FapUNIFESP (SciELO),FapUNIFESP (SciELO),5,100.0,1,5,FapUNIFESP (SciELO)
71,CABI Publishing,CABI Publishing,CABI Publishing,2,100.0,1,2,CABI Publishing
72,Sciendo,Sciendo,Sciendo,3,100.0,1,3,Sciendo
73,Forest Research Institute Malaysia,Forest Research Institute Malaysia,Forest Research Institute Malaysia,1,100.0,1,1,Forest Research Institute Malaysia
74,IOS Press,IOS Press,IOS Press,41,100.0,3,41,"IOS Press, IOS press, IoS Press"
74,IOS Press,IOS Press,IOS press,1,100.0,3,41,"IOS Press, IOS press, IoS Press"
74,IOS Press,IOS Press,IoS Press,1,100.0,3,41,"IOS Press, IOS press, IoS Press"
75,JMIR Publications,JMIR Publications,JMIR Publications,22,100.0,2,22,"JMIR Publications, JMIR Publications Inc."
75,JMIR Publications,JMIR Publications,JMIR Publications Inc.,3,100.0,2,22,"JMIR Publications, JMIR Publications Inc."
76,Nicolas Turenne,Nicolas Turenne,Nicolas Turenne,1,100.0,1,1,Nicolas Turenne
77,Association for Computing Machinery,Association for Computing Machinery (ACM),Association for Computing Machinery,28,100.0,4,58,"Association for Computing Machinery, Association for Computing Machinery (ACM), Association of Computing Machinery (ACM), The Association for Computing Machinery"
77,Association for Computing Machinery,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),58,90.47619047619048,4,58,"Association for Computing Machinery, Association for Computing Machinery (ACM), Association of Computing Machinery (ACM), The Association for Computing Machinery"
77,Association for Computing Machinery,Association for Computing Machinery (ACM),Association of Computing Machinery (ACM),2,90.47619047619048,4,58,"Association for Computing Machinery, Association for Computing Machinery (ACM), Association of Computing Machinery (ACM), The Association for Computing Machinery"
77,Association for Computing Machinery,Association for Computing Machinery (ACM),The Association for Computing Machinery,1,100.0,4,58,"Association for Computing Machinery, Association for Computing Machinery (ACM), Association of Computing Machinery (ACM), The Association for Computing Machinery"
78,Intellect,Intellect,Intellect,108,100.0,4,108,"Intellect, Intellect Books, Intellect Ltd, Intellect Ltd."
78,Intellect,Intellect,Intellect Ltd.,18,100.0,4,108,"Intellect, Intellect Books, Intellect Ltd, Intellect Ltd."
78,Intellect,Intellect,Intellect Ltd,2,100.0,4,108,"Intellect, Intellect Books, Intellect Ltd, Intellect Ltd."
78,Intellect,Intellect,Intellect Books,1,100.0,4,108,"Intellect, Intellect Books, Intellect Ltd, Intellect Ltd."
79,MIT Press,MIT Press,MIT Press,4,100.0,1,4,MIT Press
80,Institution of Civil Engineers,Institution of Engineering and Technology (IET),Institution of Engineering and Technology,11,65.57377049180329,6,18,"Institution of Civil Engineers, Institution of Engineering and Technology, Institution of Engineering and Technology (IET), Institution of Lighting Engineers, Institution of Mechanical Engineers, The Institution of Engineering and Technology (IET)"
80,Institution of Civil Engineers,Institution of Engineering and Technology (IET),Institution of Engineering and Technology (IET),18,61.53846153846154,6,18,"Institution of Civil Engineers, Institution of Engineering and Technology, Institution of Engineering and Technology (IET), Institution of Lighting Engineers, Institution of Mechanical Engineers, The Institution of Engineering and Technology (IET)"
80,Institution of Civil Engineers,Institution of Engineering and Technology (IET),Institution of Mechanical Engineers,1,71.1864406779661,6,18,"Institution of Civil Engineers, Institution of Engineering and Technology, Institution of Engineering and Technology (IET), Institution of Lighting Engineers, Institution of Mechanical Engineers, The Institution of Engineering and Technology (IET)"
80,Institution of Civil Engineers,Institution of Engineering and Technology (IET),Institution of Civil Engineers,1,100.0,6,18,"Institution of Civil Engineers, Institution of Engineering and Technology, Institution of Engineering and Technology (IET), Institution of Lighting Engineers, Institution of Mechanical Engineers, The Institution of Engineering and Technology (IET)"
80,Institution of Civil Engineers,Institution of Engineering and Technology (IET),Institution of Lighting Engineers,1,73.6842105263158,6,18,"Institution of Civil Engineers, Institution of Engineering and Technology, Institution of Engineering and Technology (IET), Institution of Lighting Engineers, Institution of Mechanical Engineers, The Institution of Engineering and Technology (IET)"
80,Institution of Civil Engineers,Institution of Engineering and Technology (IET),The Institution of Engineering and Technology (IET),2,61.53846153846154,6,18,"Institution of Civil Engineers, Institution of Engineering and Technology, Institution of Engineering and Technology (IET), Institution of Lighting Engineers, Institution of Mechanical Engineers, The Institution of Engineering and Technology (IET)"
81,SAI: The Science and Information Organization,SAI: The Science and Information Organization,SAI: The Science and Information Organization,1,100.0,1,1,SAI: The Science and Information Organization
82,Association for Information Science and Technology (ASIS&T),Association for Information Science and Technology (ASIS&T),Association for Information Science and Technology (ASIS&T),2,100.0,1,2,Association for Information Science and Technology (ASIS&T)
83,"KeAi Communications Co., Ltd.","KeAi Communications Co., Ltd.","KeAi Communications Co., Ltd.",1,100.0,1,1,"KeAi Communications Co., Ltd."
84,Inderscience,Inderscience,Inderscience,52,100.0,1,52,Inderscience
85,International Association of Online Engineering (IAOE),International Association of Online Engineering (IAOE),International Association of Online Engineering (IAOE),1,100.0,1,1,International Association of Online Engineering (IAOE)
86,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,2,100.0,1,2,City University of Hong Kong
87,Information North,Association for Information Systems,Association for Information Systems,8,72.22222222222221,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Information Systems Research in Scandinavia,2,58.33333333333333,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Information Society Research,1,78.57142857142857,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Information Research,5,78.57142857142857,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,International Information Management Association,1,71.7948717948718,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Journal of Information Systems Education,1,56.52173913043479,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Information North,1,100.0,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Information Today,1,76.47058823529412,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,International Academy for Information Management,1,71.7948717948718,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,The Information Institute,1,78.57142857142857,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
87,Information North,Association for Information Systems,Association for Information Systems (AIS) eLibrary,1,53.06122448979591,11,8,"Association for Information Systems, Association for Information Systems (AIS) eLibrary, Information North, Information Research, Information Society Research, Information Systems Research in Scandinavia, Information Today, International Academy for Information Management, International Information Management Association, Journal of Information Systems Education, The Information Institute"
88,University of Illinois Libraries,University of Illinois Libraries,University of Illinois at Chicago Library,2,71.42857142857143,2,2,"University of Illinois Libraries, University of Illinois at Chicago Library"
88,University of Illinois Libraries,University of Illinois Libraries,University of Illinois Libraries,2,100.0,2,2,"University of Illinois Libraries, University of Illinois at Chicago Library"
89,Informa UK Limited,Informa UK Limited,Informa UK Limited,88,100.0,1,88,Informa UK Limited
90,Liverpool Hope University,Liverpool University Press,Liverpool University Press,10,78.26086956521739,3,10,"Liverpool Hope University, Liverpool John Moores University, Liverpool University Press"
90,Liverpool Hope University,Liverpool University Press,Liverpool Hope University,1,100.0,3,10,"Liverpool Hope University, Liverpool John Moores University, Liverpool University Press"
90,Liverpool Hope University,Liverpool University Press,Liverpool John Moores University,3,62.857142857142854,3,10,"Liverpool Hope University, Liverpool John Moores University, Liverpool University Press"
91,"Association of Digital Forensics, Security and Law","Association of Digital Forensics, Security and Law","Association of Digital Forensics, Security and Law",1,100.0,1,1,"Association of Digital Forensics, Security and Law"
92,BMJ,BMJ,BMJ,68,100.0,2,68,"BMJ, BMJ Publishing"
92,BMJ,BMJ,BMJ Publishing,2,100.0,2,68,"BMJ, BMJ Publishing"
93,Trans Tech Publications,Trans Tech Publications,Trans Tech Publications,1,100.0,2,1,"Trans Tech Publications, Trans Tech Publications Ltd"
93,Trans Tech Publications,Trans Tech Publications,Trans Tech Publications Ltd,1,100.0,2,1,"Trans Tech Publications, Trans Tech Publications Ltd"
94,Human Kinetics,Human Kinetics,Human Kinetics,140,100.0,2,140,"Human Kinetics, Human Kinetics, Inc."
94,Human Kinetics,Human Kinetics,"Human Kinetics, Inc.",3,100.0,2,140,"Human Kinetics, Human Kinetics, Inc."
