cluster_id,cluster_leader,canonical_name,name,frequency,score_to_leader,cluster_size,canonical_frequency,all_variants
95,Shanghai Jiao Tong University Press,Shanghai Jiao Tong University Press,Shanghai Jiao Tong University Press,1,100.0,2,1,"Shanghai Jiao Tong University Press, Shanghai Jiao Tong University School of Medicine"
95,Shanghai Jiao Tong University Press,Shanghai Jiao Tong University Press,Shanghai Jiao Tong University School of Medicine,1,80.0,2,1,"Shanghai Jiao Tong University Press, Shanghai Jiao Tong University School of Medicine"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins","Lippincott, Williams & Wilkins",77,100.0,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins",Lippincott Williams & Wilkins Ltd.,1,100.0,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins",Lippincott Williams & Wilkins/American Heart Association,3,90.0,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins",Lippincott Williams & Wilkins,43,100.0,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins",Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine,6,70.12987012987013,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins","Lippincott Williams & Wilkins, Ltd.",1,100.0,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
96,LIPPINCOTT WILLIAMS & WILKINS,"Lippincott, Williams & Wilkins",LIPPINCOTT WILLIAMS & WILKINS,1,100.0,7,77,"LIPPINCOTT WILLIAMS & WILKINS, Lippincott Williams & Wilkins, Lippincott Williams & Wilkins Ltd., Lippincott Williams & Wilkins on behalf of The American College of Sports Medicine, Lippincott Williams & Wilkins, Ltd., Lippincott Williams & Wilkins/American Heart Association, Lippincott, Williams & Wilkins"
97,American Society of Mechanical Engineers,American Society of Mechanical Engineers,American Society of Mechanical Engineers,2,100.0,4,2,"American Society of Mechanical Engineers, American Society of Mechanical Engineers (ASME), The American Society of Mechanical Engineers, The American Society of Mechanical Engineers (ASME)"
97,American Society of Mechanical Engineers,American Society of Mechanical Engineers,The American Society of Mechanical Engineers,1,100.0,4,2,"American Society of Mechanical Engineers, American Society of Mechanical Engineers (ASME), The American Society of Mechanical Engineers, The American Society of Mechanical Engineers (ASME)"
97,American Society of Mechanical Engineers,American Society of Mechanical Engineers,American Society of Mechanical Engineers (ASME),2,88.88888888888889,4,2,"American Society of Mechanical Engineers, American Society of Mechanical Engineers (ASME), The American Society of Mechanical Engineers, The American Society of Mechanical Engineers (ASME)"
97,American Society of Mechanical Engineers,American Society of Mechanical Engineers,The American Society of Mechanical Engineers (ASME),1,88.88888888888889,4,2,"American Society of Mechanical Engineers, American Society of Mechanical Engineers (ASME), The American Society of Mechanical Engineers, The American Society of Mechanical Engineers (ASME)"
98,International Society of Offshore and Polar,International Society of Offshore and Polar Engineers,International Society of Offshore and Polar Engineers,9,73.6842105263158,5,9,"International Society of Offshore and Polar, International Society of Offshore and Polar Engineers, International Society of Offshore and Polar Engineers (ISOPE), The International Society of Offshore and Polar Engineer (ISOPE), The International Society of Offshore and Polar Engineers"
98,International Society of Offshore and Polar,International Society of Offshore and Polar Engineers,The International Society of Offshore and Polar Engineers,1,73.6842105263158,5,9,"International Society of Offshore and Polar, International Society of Offshore and Polar Engineers, International Society of Offshore and Polar Engineers (ISOPE), The International Society of Offshore and Polar Engineer (ISOPE), The International Society of Offshore and Polar Engineers"
98,International Society of Offshore and Polar,International Society of Offshore and Polar Engineers,International Society of Offshore and Polar,1,100.0,5,9,"International Society of Offshore and Polar, International Society of Offshore and Polar Engineers, International Society of Offshore and Polar Engineers (ISOPE), The International Society of Offshore and Polar Engineer (ISOPE), The International Society of Offshore and Polar Engineers"
98,International Society of Offshore and Polar,International Society of Offshore and Polar Engineers,International Society of Offshore and Polar Engineers (ISOPE),6,63.63636363636363,5,9,"International Society of Offshore and Polar, International Society of Offshore and Polar Engineers, International Society of Offshore and Polar Engineers (ISOPE), The International Society of Offshore and Polar Engineer (ISOPE), The International Society of Offshore and Polar Engineers"
98,International Society of Offshore and Polar,International Society of Offshore and Polar Engineers,The International Society of Offshore and Polar Engineer (ISOPE),1,65.11627906976744,5,9,"International Society of Offshore and Polar, International Society of Offshore and Polar Engineers, International Society of Offshore and Polar Engineers (ISOPE), The International Society of Offshore and Polar Engineer (ISOPE), The International Society of Offshore and Polar Engineers"
99,Thomas Telford,Thomas Telford Ltd.,Thomas Telford Ltd.,2,100.0,3,2,"Thomas Telford, Thomas Telford Journals, Thomas Telford Ltd."
99,Thomas Telford,Thomas Telford Ltd.,Thomas Telford,1,100.0,3,2,"Thomas Telford, Thomas Telford Journals, Thomas Telford Ltd."
99,Thomas Telford,Thomas Telford Ltd.,Thomas Telford Journals,1,75.67567567567568,3,2,"Thomas Telford, Thomas Telford Journals, Thomas Telford Ltd."
100,Southern African Institute of Mining and Metallurgy,The Southern African Institute of Mining and Metallurgy,The Southern African Institute of Mining and Metallurgy,2,100.0,2,2,"Southern African Institute of Mining and Metallurgy, The Southern African Institute of Mining and Metallurgy"
100,Southern African Institute of Mining and Metallurgy,The Southern African Institute of Mining and Metallurgy,Southern African Institute of Mining and Metallurgy,1,100.0,2,2,"Southern African Institute of Mining and Metallurgy, The Southern African Institute of Mining and Metallurgy"
101,ICE Publishing,ICE Publishing,ICE Publishing,3,100.0,1,3,ICE Publishing
102,National Science Foundation of Sri Lanka,National Science Foundation of Sri Lanka,National Science Foundation of Sri Lanka,1,100.0,1,1,National Science Foundation of Sri Lanka
103,State Grid Electric Power Research Institute,State Grid Electric Power Research Institute,State Grid Electric Power Research Institute,1,100.0,1,1,State Grid Electric Power Research Institute
104,Audio Engineering Society,Audio Engineering Society,Audio Engineering Society,2,100.0,1,2,Audio Engineering Society
105,Tsinghua University Press,Tsinghua University Press,Tsinghua University Press,2,100.0,1,2,Tsinghua University Press
106,American College of Sports Medicine,American College of Sports Medicine,American College of Sports Medicine,2,100.0,1,2,American College of Sports Medicine
107,Edizioni MInerva Medica,Edizioni Minerva Medica,Edizioni Minerva Medica,9,100.0,2,9,"Edizioni MInerva Medica, Edizioni Minerva Medica"
107,Edizioni MInerva Medica,Edizioni Minerva Medica,Edizioni MInerva Medica,2,100.0,2,9,"Edizioni MInerva Medica, Edizioni Minerva Medica"
108,Thieme,Thieme Publishing,Thieme Publishing,7,100.0,4,7,"Thieme, Thieme Gruppe, Thieme Open, Thieme Publishing"
108,Thieme,Thieme Publishing,Thieme,6,100.0,4,7,"Thieme, Thieme Gruppe, Thieme Open, Thieme Publishing"
108,Thieme,Thieme Publishing,Thieme Open,2,70.58823529411764,4,7,"Thieme, Thieme Gruppe, Thieme Open, Thieme Publishing"
108,Thieme,Thieme Publishing,Thieme Gruppe,4,63.1578947368421,4,7,"Thieme, Thieme Gruppe, Thieme Open, Thieme Publishing"
109,"University of Ljubljana, Slovenia","University of Ljubljana, Slovenia","University of Ljubljana, Slovenia",1,100.0,1,1,"University of Ljubljana, Slovenia"
110,Future Medicine,Future Medicine,Future Medicine,1,100.0,2,1,"Future Medicine, Future Medicine Ltd."
110,Future Medicine,Future Medicine,Future Medicine Ltd.,1,100.0,2,1,"Future Medicine, Future Medicine Ltd."
111,American Association for Clinical Chemistry,American Association for Clinical Chemistry,American Association for Clinical Chemistry,2,100.0,2,2,"American Association for Clinical Chemistry, American Association for Clinical Chemistry (AACC)"
111,American Association for Clinical Chemistry,American Association for Clinical Chemistry,American Association for Clinical Chemistry (AACC),1,87.8048780487805,2,2,"American Association for Clinical Chemistry, American Association for Clinical Chemistry (AACC)"
112,Dove Medical Press,Dove Medical Press,Dove Medical Press,4,100.0,2,4,"Dove Medical Press, Dove Medical Press Ltd."
112,Dove Medical Press,Dove Medical Press,Dove Medical Press Ltd.,2,100.0,2,4,"Dove Medical Press, Dove Medical Press Ltd."
113,"Faculty of Engineering, Universitas Indonesia","Faculty of Engineering, Universitas Indonesia","Faculty of Engineering, Universitas Indonesia",1,100.0,1,1,"Faculty of Engineering, Universitas Indonesia"
114,IMR Press,IMR Press,IMR Press,4,100.0,1,4,IMR Press
115,MRE Press,MRE Press,MRE Press,1,100.0,1,1,MRE Press
