cluster_id,cluster_size,canonical_name,member_ids,member_names
9507,2,"Cureton, Lucy","628107, 628233","cureton, lucy, cureton, lucy"
9513,2,"Curley, Shannon R","634828, 638302","curley, shannon r, curley, shannon r"
9514,2,"Curone, G","619487, 623421","curone, g, curone, g"
9516,12,"Curran, K","110621, 617345, 617346, 620279, 620328, 620329, 620330, 620510, 620608, 620609, 621394, 623318","curran, t, curran, k, curran, k, curran, k, curran, k, curran, k, curran, k, curran, k, curran, k, curran, k, curran, s, curran, p"
9519,2,"Currey, J D","89146, 91717","currey, jd, currey, j d"
9524,3,"Curry, L","618375, 619008, 621352","curry, l, curry, l, curry, s"
9525,2,"Curry, Collette","623006, 627062","curry, collette, curry, collette"
9526,46,"Curry, Niall","632098, 632099, 632100, 632101, 632102, 632103, 632104, 632105, 632106, 632107, 632108, 632109, 632110, 632111, 632112, 632113, 632114, 632115, 632116, 632117, 632153, 632389, 632390, 633400, 633478, 633558, 633909, 633910, 633911, 634164, 634687, 635166, 636169, 636170, 636171, 636172, 636173, 636174, 636175, 636176, 638416, 638467, 640286, 640287, 640898, 642208","curry, niall, curry, niall, curry, niall, curry, nial, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall, curry, niall"
9528,2,"Curt, Thomas","629637, 636094","curt, thomas, curt, thomas"
9529,2,"Curt, T","630085, 631958","curt, t, curt, t"
9530,2,"Curtain, Mariah","622092, 620136","curtain, mariah, curtin, mariah"
9531,3,"Curtin, Catriona","621766, 624681, 625114","curtin, catriona, curtin, catriona, curtin, catriona"
9533,18,"Curtis, Susan","6699, 6700, 84307, 84308, 84401, 84403, 84404, 84440, 84441, 84442, 84443, 84444, 84445, 84447, 84449, 84451, 84493, 84494","curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan, curtis, susan"
9536,2,"Curtis, S","621208, 623842","curtis, s, curtis, e"
9541,2,"Curtis, Timothy","632076, 632077","curtis, timothy, curtis, timothy"
9543,2,"Curtis, Elizabeth","637072, 643238","curtis, elizabeth, curtis, elizabeth"
9546,2,"Curtze, Sami","631035, 631035","curtze, sami, curtze, sami"
9552,23,"Cushing, Ian","632341, 632744, 633630, 633687, 634290, 634617, 635505, 635857, 635858, 635987, 635988, 635989, 635990, 635991, 635992, 636856, 636857, 636858, 637755, 638732, 639060, 641609, 643353","cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, i, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, i, cushing, i, cushing, i, cushing, ian, cushing, ian, cushing, ian, cushing, ian, cushing, ian"
9553,3,"Cushion, Christopher J","122090, 226274, 250651","cushion, christopher, cushion, christopher j, cushion, christopher j"
9554,2,"Cushman, Simon","625619, 627417","cushman, simon, cushman, simon"
9558,5,"Cussans, D","630904, 631217, 631770, 631952, 632360","cussans, d, cussans, d, cussans, d, cussans, d, cussans, d"
9561,3,"Cuthbert, Peter","1797, 83816, 93041","cuthbert, peter, cuthbert, peter, cuthbert, peter"
9562,2,"Cuthbert, M","626028, 626029","cuthbert, m, cuthbert, m"
9563,14,"Cuthbertson, L","618784, 621047, 621048, 621052, 621053, 621056, 625565, 626399, 626401, 626402, 627821, 627934, 629035, 640499","cuthbertson, l, cuthbertson, l, cuthbertson, l, cuthbertson, l, cuthbertson, l, cuthbertson, l, cuthbertson, l, cuthbertson, dj, cuthbertson, dj, cuthbertson, dj, cuthbertson, dj, cuthbertson, dj, cuthbertson, l, cuthbertson, l"
9564,3,"Cuthbertson, Daniel J","626400, 627822, 627932","cuthbertson, daniel j, cuthbertson, daniel j, cuthbertson, daniel j"
9565,2,"Cutini, Andrea","629191, 636094","cutini, andrea, cutini, andrea"
9566,2,"Cutini, A","631958, 632644","cutini, a, cutini, a"
9570,5,"Cutter Mackenzie, Amy","619022, 620729, 620894, 620899, 621332","cutter mackenzie, a, cutter mackenzie, a, cutter mackenzie, amy, cutter mackenzie, amy, cutter mackenzie, amy"
9572,3,"Cutts, D","619163, 626255, 626256","cutts, d, cutts, d, cutts, d"
9583,5,"Czanner, S","592514, 618263, 619721, 619721, 624947","czanner, s, czanner, s, czanner, s, czanner, g, czanner, s"
9588,2,"Czerw, R","73214, 73215","czerw, r, czerw, r"
9590,4,"Czulak, J","619830, 624167, 630835, 631349","czulak, j, czulak, j, czulak, j, czulak, j"
9593,3,"D Angelo, H","583513, 623842, 618725","d angelo, h, d angelo, s, d angelo, h"
9594,3,"D Arrigo, G","623280, 623281, 623283","d arrigo, g, d arrigo, g, d arrigo, g"
9598,2,"D Amato, A","617480, 618634","d amato, a, d amato, a"
9599,4,"D Amen, Barbara","631992, 631993, 633901, 636887","d amen, barbara, d amen, barbara, d amen, barbara, d amen, barbara"
9601,15,"D Cruze, Neil","626503, 626544, 627828, 629871, 630559, 619891, 623162, 624882, 625396, 625709, 625727, 627213, 631909, 637268, 641431","d cruze, neil, d cruze, n, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, n, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, neil, d cruze, n c"
9603,2,"D Souza, Jennifer V","634165, 635315","d souza, jennifer, d souza, jennifer v"
9604,3,"D Souza, Alysha C","634701, 631857, 637556","d souza, alysha c, d souza, alysha c, d souza, alysha c"
9608,2,"Da Costa, Antonio Lola","624345, 626803","da costa, antonio lola, da costa, antonio lola"
9609,12,"Da Costa, Marta","624879, 626772, 627051, 628082, 629403, 629633, 632083, 632448, 634260, 637297, 637468, 629131","da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, da costa, marta, palmeiro neves fonseca da costa, marta"
9610,3,"Da Costa, Lola","627575, 628220, 638383","da costa, j, da costa, l, da costa, lola"
9625,2,"Da Cunha, Da","627228, 630915","da cunha, da, da cunha, da"
9629,7,"Da Silva, D","579747, 620432, 620997, 628867, 629338, 629959, 632968","da silva, pg, da silva, d, da silva, d, da silva, ga, da silva, d, da silva, gv, da silva, gv"
9632,2,"Da Silva, Vc","629218, 635008","da silva, vc, da silva, wc"
9633,2,"Da Silva, Luiz Vitor","631410, 636937","da silva, luiz vitor, da silva, luiz vitor"
9639,2,"Da Silva Neiva, Samara","628135, 632003","da silva neiva, samara, da silva neiva, samara"
9644,5,"Daabees, Hoda G","622362, 622407, 623779, 625456, 625858","daabees, hoda g, daabees, hoda g, daabees, hoda g, daabees, hoda, daabees, hoda g"
9645,2,"Daadbin, A","622520, 622527","daadbin, a, daadbin, a"
9649,4,"Dabbagh, Mohammad","633265, 633270, 633272, 633276","dabbagh, mohammad, dabbagh, mohammad, dabbagh, mohammad, dabbagh, mohammad"
9650,3,"Dabbous, Zeinab","622639, 624785, 626515","dabbous, zeinab, dabbous, zeinab, dabbous, zeinab"
9652,2,"Dąbek, Paweł B","632009, 635897","dąbek, paweł b, dąbek, paweł b"
9653,9,"Dabel, Maryam M Al","635674, 635682, 637376, 638022, 638037, 638047, 639749, 640109, 640754","dabel, maryam m al, dabel, maryam m al, dabel, maryam m al, dabel, maryam m al, dabel, maryam m al, dabel, maryam m al, dabel, maryam m al, dabel, maryam m al, dabel, maryam m al"
9662,2,"Dada, S","623759, 625844","dada, s, dada, s"
9663,2,"Dada, Olumide O","625689, 630005","dada, olumide o, dada, olumide o"
9664,2,"Dada, Shakila","629950, 631008","dada, shakila, dada, shakila"
9665,2,"Dada, Oo","630921, 630923","dada, oo, dada, oo"
9669,3,"Dadvand, P","620507, 620534, 634049","dadvand, p, dadvand, p, dadvand, p"
9673,4,"Daghrah, M","625847, 625848, 625850, 633953","daghrah, m, daghrah, m, daghrah, m, daghrah, m"
9678,155,"Dagnall, Neil","550, 781, 899, 81458, 81459, 81478, 86132, 109602, 566969, 567021, 617305, 618242, 618532, 618587, 618671, 618686, 618830, 619063, 619076, 619161, 619162, 619174, 619274, 619337, 619338, 619364, 619615, 619897, 619937, 620038, 620224, 620949, 621134, 621349, 621407, 621795, 621902, 622437, 622829, 622957, 623352, 623700, 624220, 624517, 624641, 624668, 624669, 624931, 624933, 625470, 625590, 625591, 625913, 625918, 625971, 625972, 625973, 625974, 625975, 626194, 626569, 626655, 626656, 626691, 626813, 627209, 627388, 627843, 628071, 628073, 628076, 628463, 629038, 629039, 629040, 629041, 629654, 629726, 630099, 630220, 630221, 630343, 630344, 630345, 630346, 630514, 630515, 630932, 630947, 631534, 631752, 631753, 631898, 631902, 631981, 631983, 632224, 632250, 632357, 632358, 632411, 632731, 632732, 632745, 632746, 632747, 632748, 632749, 632751, 632752, 632783, 632785, 632836, 633371, 633434, 633473, 633617, 633659, 633676, 633677, 633845, 633946, 634548, 634619, 634841, 635198, 635305, 635351, 635382, 635478, 635865, 636162, 636254, 636977, 636985, 637547, 638081, 638664, 639024, 639210, 639354, 639653, 639758, 639905, 640150, 640189, 640401, 640402, 640972, 641032, 641033, 641569, 641706, 642450, 642818","dagnall, n, dagnall, n, dagnall, n, dagnall, neil a, dagnall, neil a, dagnall, neil a, dagnall, neil a, dagnall, neil a, dagnall, neil, dagnall, n, dagnall, dagnall, n, dagnall, n, dagnall, dagnall, n, dagnall, n, dagnall, neil, dagnall, n, dagnall, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, neil, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, n, dagnall, n, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, n, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, n, dagnall, neil, dagnall, neil, dagnall, neil, dagnall, neil"
9679,5,"Dagnan, D","632876, 632879, 632880, 632881, 632887","dagnan, d, dagnan, d, dagnan, d, dagnan, d, dagnan, d"
9680,4,"Dagnan, Dave","633818, 633913, 635446, 639094","dagnan, dave, dagnan, dave, dagnan, dave, dagnan, dave"
9685,2,"Dahl, Julian","623441, 625359","dahl, julian, dahl, julian"
9690,2,"Dahlmann, Katrin","627303, 633504","dahlmann, katrin, dahlmann, katrin"
9695,4,"Dai, Min","600985, 627633, 632867, 632868","dai, m, dai, m, dai, min, dai, min"
9699,2,"Dai, Dq","628867, 635003","dai, dq, dai, dq"
9700,2,"Dai, W","629035, 642706","dai, w, dai, w"
9704,2,"Dai, Maolin","633439, 633440","dai, maolin, dai, maolin"
9707,2,"Dai, Jingyao","640170, 643222","dai, jingyu, dai, jingyao"
9709,8,"Dainty, Andrew","628977, 630067, 630068, 630169, 630170, 630953, 630954, 630955","dainty, a, dainty, andrew, dainty, andrew, dainty, andy, dainty, andrew, dainty, a, dainty, andy, dainty, andy"
9711,4,"Dairo, Morolake","632988, 639863, 640404, 642679","dairo, m, dairo, morolake, dairo, morolake, dairo, morolake"
9713,2,"Dajani, Lubna","635454, 642890","dajani, lubna, dajani, lubna"
9719,2,"Dakin, Helen","628107, 628233","dakin, helen, dakin, helen"
9721,3,"Dakroury, Youssra","636456, 639340, 643681","dakroury, youssra, dakroury, youssra, dakroury, youssra"
9725,7,"Dale, Pete","371, 705, 788, 618341, 619246, 621933, 623201","dale, prw, dale, p, dale, pete, dale, s, dale, n, dale, pete, dale, pete"
9732,2,"Dalgar, Ilker","630361, 630755","dalgar, ilker, dalgar, ilker"
9733,2,"Dalla Via, Jack","632087, 634779","dalla via, jack, dalla via, jack"
9738,3,"Dallongeville, J","623280, 623281, 623283","dallongeville, j, dallongeville, j, dallongeville, j"
9748,6,"Daly, Daniel J","91952, 92564, 92568, 188831, 188832, 631717","daly, daniel j, daly, daniel j, daly, daniel j, daly, daniel j, daly, daniel j, daly, daniel"
9749,4,"Daly, Ellen","123428, 626739, 628741, 632454","daly, selena, daly, ellen, daly, ellen, daly, helen"
9753,2,"Daly, Anne","635464, 636745","daly, anne, daly, anne"
9758,6,"Dalziell, Andrew","636881, 637342, 639674, 640149, 642551, 643649","dalziell, andy, dalziell, andrew, dalziell, andrew, dalziell, andrew, dalziell, andrew, dalziell, andrea"
9768,4,"Damavandi, M","619481, 620755, 620874, 630972","damavandi, m, damavandi, m, damavandi, m, damavandi, m"
9770,4,"Damery, Sarah","632969, 633813, 635360, 638121","damery, sarah, damery, sarah, damery, sarah, damery, sarah"
9777,2,"Damke, Luana Inês","626870, 629327","damke, luana inês, damke, luana ines"
9787,4,"Danaei, G","623280, 623281, 623283, 623283","danaei, g, danaei, g, danaei, g, danaei, g"
9789,3,"Dančák, M","619765, 622612, 622613","dančák, m, dančák, m, dančák, m"
9791,14,"Dance, C","904, 579635, 606046, 606050, 606051, 606060, 606064, 606065, 618990, 621802, 622048, 629823, 631152, 636062","dance, c, dance, c, dance, c, dance, c, dance, c, dance, c, dance, c, dance, c, dance, c, dance, cherilyn, dance, cherilyn, dance, cherilyn, dance, cherilyn, dance, cherilyn"
9792,17,"Dancey, Darren","31052, 31354, 623505, 623513, 625512, 626136, 626897, 627344, 628198, 629099, 630156, 632478, 632519, 632867, 632869, 635026, 642185","dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren, dancey, darren"
9793,2,"Dancey, D","625079, 642860","dancey, d, dancey, d"
9800,2,"Daneshkhah, Alireza","633267, 638195","daneshkhah, alireza, daneshkhah, alireza"
9803,2,"Dang, Shuping","635055, 635072","dang, shuping, dang, shuping"
9812,2,"Daniels, Harry","566, 639822","daniels, harry, daniels, haley"
9814,2,"Daniels, Matt","621558, 626070","daniels, matt, daniels, matt"
9818,3,"Daniels, Armandu","625278, 627706, 638383","daniels, armandu, daniels, armandu k, daniels, armandu"
9824,6,"Danilovic, Nemanja","624258, 625966, 626722, 626733, 629101, 629709","danilovic, nemanja, danilovic, nemanja, danilovic, nemanja, danilovic, nemanja, danilovic, nemanja, danilovic, nemanja"
9825,6,"Danjin, Mela","627168, 627422, 627853, 628381, 628469, 630619","danjin, mela, danjin, mela, danjin, mela, danjin, mela, danjin, mela, danjin, mela"
9827,3,"Dankner, R","623280, 623281, 623283","dankner, r, dankner, r, dankner, r"
9828,9,"Danks, Catherine J","163, 14101, 75985, 75996, 80686, 618802, 618804, 618804, 619343","danks, cj, danks, catherine j, danks, catherine j, danks, catherine j, danks, catherine j, danks, cj, danks, cj, danks, cj, danks, catherine"
9830,3,"Dann, R","347, 615815, 619645","dann, r, dann, r, dann, r"
9831,4,"Dann, Holly","629168, 629739, 630189, 632599","dann, holly, dann, holly, dann, holly, dann, holly"
9832,4,"Dann, Amy","631855, 635699, 639492, 640706","dann, amy, dann, amy j, dann, amy, dann, a"
9833,4,"Danos, V","620000, 620006, 628238, 630246","danos, v, danos, v, danos, v, danos, v"
9834,2,"Danos, Vincent","621242, 621827","danos, vincent, danos, vincent"
9835,2,"Danovi, A","629435, 629436","danovi, a, danovi, a"
9841,2,"Dantas, Pms","629934, 636849","dantas, ws, dantas, pms"
9842,2,"Dante, Jo","630242, 638028","dante, jo, dante, jo"
9847,27,"Dao, Phung","623404, 623458, 623459, 623460, 623465, 623467, 623469, 623477, 623492, 623493, 623863, 624215, 625549, 625550, 625742, 627285, 628323, 628324, 628325, 629183, 630179, 633184, 636439, 636467, 636472, 636475, 637647","dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung, dao, phung"
9849,2,"Dao, P","636431, 636835","dao, p, dao, p"
9851,6,"Däpp, Christoph","90125, 97872, 97882, 97895, 98326, 109189","däpp, christoph, däpp, christoph, däpp, christoph, däpp, christoph, däpp, christoph, däpp, christoph"
